ASFIS species Name En,Continent Name En,Country Name En,Inland/Marine areas Name En,Unit Name,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950
Gracilaria seaweeds,Europe,Italy,Marine areas,Tonnes - live weight,,,,,,,,,,,,,,,0,0,0,0,0,0,,3000,3000,3000,5000,5000,5000,5000,5000,5000,5000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gracilaria seaweeds,Europe,Spain,Marine areas,Tonnes - live weight,,,0.128,0.62,0.035,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gracilaria seaweeds,Oceania,Marshall Islands,Marine areas,Tonnes - live weight,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green mud crab,Asia,China,Marine areas,Tonnes - live weight,152065,159433,160616,157712,151976,146189,135094,134507,132149,123599,115772,112408,114543,113852,101529,93103,97463,94935,88306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-Pacific swamp crab,Africa,Madagascar,Marine areas,Tonnes - live weight,,,,,,,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-Pacific swamp crab,Africa,Mauritius,Marine areas,Tonnes - live weight,1,1,1,1,1,1,1,1,1,1.2,1.2,1,1.2,1,1,2,2,2,2,1,2,1,3,4,2,4,5,5,3,3,2,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-Pacific swamp crab,Africa,"Tanzania, United Rep. of",Marine areas,Tonnes - live weight,1.394,,0,1.02,2,2.4,0.2,0.2,0.1,,0.25,5,2,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-Pacific swamp crab,Asia,Brunei Darussalam,Marine areas,Tonnes - live weight,1.352,1.384,,0.5,,,,,,5,5,3.03,1,0,3,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-Pacific swamp crab,Asia,Cambodia,Marine areas,Tonnes - live weight,100,120,90,80,70,68,50,50,40,40,20,20,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-Pacific swamp crab,Asia,Indonesia,Marine areas,Tonnes - live weight,10839.723,10767,14208,33807,2704,11406.86,12546,13593.7,11898.22,14163.49,8153.39,9557,7515.7,7642,6631,5516,4379,2243,7152,9039,3879,5126,5143,866,5176,1339,1906,2315,1442,2605,1145,2111,1790,1222,691,758,609,314,245,323,390,217,501,167,247,562,384,1205,207,300,300,200,500,500,500,500,400,400,400,400,400,400,400,300,300,300,300,200,300,200,200,200
Indo-Pacific swamp crab,Asia,Malaysia,Marine areas,Tonnes - live weight,205.84,210.295,233.671,15.24,95.97,14.1,60.84,35.9,13.69,42.11,19.5,7.92,14.3,71,86,141,162,174,204,311,219,225,188,231,277,381,623,331,296,71,95,190,145,99,52,18,24,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indo-Pacific swamp crab,Asia,Myanmar,Marine areas,Tonnes - live weight,,,,,,,,,200,200,150,150,460,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-Pacific swamp crab,Asia,Philippines,Marine areas,Tonnes - live weight,23112.488,20766.252,20771.552,20769.9,18100,16859.5,16199,16160,15794,16360,15731,14438,13730,11625,9308,7800,6861,6245,4809,4747,4608,4968,4826,4033,3759,2463,2782,4085,5653,2765,597,,1422,1136,1122,1034,833,833,260,36,34,18,40,69,56,45,37,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indo-Pacific swamp crab,Asia,Singapore,Marine areas,Tonnes - live weight,35.75,18.87,27.349,42.687,35.433,45.102,101.12,136.5,314,42,7.2,0,0,0,47,81,37,60,104,93,75,86,78,45,215,353,342,355,415,284,195,161,205,256,330,211,213,255,110,82,57,53,64,62,0,32,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indo-Pacific swamp crab,Asia,Sri Lanka,Marine areas,Tonnes - live weight,6.708,21.6,59.87,69.01,50.8,155.37,12,1.6,1.4,1.706,19.802,17.92,6.5,3,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-Pacific swamp crab,Asia,Taiwan Province of China,Marine areas,Tonnes - live weight,27.089,11.965,6.27,6.05,7.12,21.04,31.7,26.32,88.61,122,164.5,225,170,185,221,247,240,239,226,239,423,315,381,796,430,797,1526,1257,1350,930,1241,1294,717,784,1134,1414,1617,1490,1787,1791,1125,640,562,445,318,179,135,150,113,156,129,103,160,141,162,160,167,190,201,160,148,150,150,150,140,140,140,140,140,110,110,90
Indo-Pacific swamp crab,Asia,Thailand,Marine areas,Tonnes - live weight,,,,,,,,,,,,45,41,23,11,,15,23,10,10,5,9,9,19,115,132,45,25,25,39,30,30,30,32,113,223,178,115,36,16,12,5,10,6,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indo-Pacific swamp crab,Asia,Timor-Leste,Marine areas,Tonnes - live weight,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-Pacific swamp crab,Asia,Viet Nam,Marine areas,Tonnes - live weight,81144.37,80161.67,198729,36000,65462.65,64633.18,54587.56,49140,13000,13000,12500,12500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-Pacific swamp crab,Oceania,Australia,Marine areas,Tonnes - live weight,,,,,,,,,,,,,,,,0,0,0,0,,0,0,0,44,44,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-Pacific swamp crab,Oceania,Fiji,Marine areas,Tonnes - live weight,10,10,10,10,10,7,7,7,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indo-Pacific swamp crab,Oceania,Papua New Guinea,Marine areas,Tonnes - live weight,1,1,0,0,0,4,4,4,4,4,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indo-Pacific swamp crab,Oceania,Samoa,Marine areas,Tonnes - live weight,,,0.3,0.3,0.3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japanese carpet shell,Americas,Canada,Marine areas,Tonnes - live weight,996,849,1094,1159,1095,952,1260,1443,1470,2710,1172,1485,1359,1305,1658,1707,1856,1528,1589,1400,1400,1000,800,704,649,979,885,390,347,308,169,47,31,30,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese carpet shell,Americas,United States of America,Marine areas,Tonnes - live weight,3555,3555,5178.893,4172,3650,4075,3552,3374,3797,4126,3429,2722,3507,3679,3882,5616,3934,3243,2975,2862,2818,2381,3997,1896,2363,1803,2374,2047,2887,1920,1651,1342,1490,1484,1436,1680,1294,1084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese carpet shell,Asia,China,Marine areas,Tonnes - live weight,4289768,4217649,3967387,4080776,4177913,4120650,3840463,3791331,3688255,3579570,3444205,3434382,3155607,3058073,2957346,2726942,2499379,2449007,2229004,2016608,1769450,1426150,1599833,1272214,1178559,1093948,1069275,1106573,913259,576114,328071,233665,185519,134279,113719,88614,67057,45825,31716,19903,14517,13763,11720,12307,11062,5023,2316,842,529,426,296,116,66,37,20,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japanese carpet shell,Asia,"Korea, Republic of",Marine areas,Tonnes - live weight,23817.88,18054,22254,20000,10435,14720,102,7300,4580,12623,25699,23430,17905,16633,18819,14327,17401,27570,27494,10652,16433,17927,16135,17178,13958,18478,15260,19035,10046,54402,45537,61713,64973,51245,54132,35992,14350,17167,23347,28963,32170,30096,26567,20115,23366,18553,15385,13919,10933,8988,8316,5747,14000,12500,8000,8000,5000,8000,,,,,,,,,,,,,,
Japanese carpet shell,Asia,Taiwan Province of China,Marine areas,Tonnes - live weight,0,0.43,5.44,0.65,,,0,97.8,119,129,139.8,145,138,140,152,164,183,212,241,234,315,468,258,923,719,1208,1364,1205,1395,785,1337,1546,1095,2645,2996,3362,3689,3844,3558,3293,3577,3205,3340,2332,2281,2208,2443,2203,1428,792,618,479,380,359,279,265,,,,,,,,,,,,,,,,
Japanese carpet shell,Europe,France,Marine areas,Tonnes - live weight,1140,919.006,632.91,884.7,1082.9,826.27,658.9,891.8,1023.6,1019,857,1056,621.95,610.25,540,543,905,905,325,719,1015,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese carpet shell,Europe,Ireland,Marine areas,Tonnes - live weight,,,,,,,,,4,29.5,150.2,175,162,186.5,330,245,161,181,154,100,91,92,121,233,200,125,103,110,84,79,50,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese carpet shell,Europe,Italy,Marine areas,Tonnes - live weight,23053.2,24336.98,20400,30990.93,33500,33500,33500,33494.27,21510,17399,30646.9,35673,32373.5,28268.13,61724,56731,65893,27737,25000,41139,55000,53000,50000,48000,40000,40300,60000,40000,24000,26740,27116,16710,7116,1934,285,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese carpet shell,Europe,Portugal,Marine areas,Tonnes - live weight,0.733,32.11,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese carpet shell,Europe,Spain,Marine areas,Tonnes - live weight,1038.302,786.136,610.892,1388.58,943.492,1263.196,666.731,645.746,1204.28,1081.2,1088.873,1101,843.372,1147,1250,717,1042,753,982,901,1278,2737,1826,1630,140,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese carpet shell,Europe,United Kingdom,Marine areas,Tonnes - live weight,20.8,20.8,7.5,11.06,19.5,3.2,5.8,4.4,11.2,5,5.2,14.5,10,,1,50,5,50,23,36,36,29,29,31,36,21,17,21,51,48,50,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese kelp,Asia,China,Marine areas,Tonnes - live weight,11778475,11164633.48,10978362,10292350,10049720.2,9687668.12,9332389,8793275,6584827,6341851,5852175,5796728,5532431,5392797,5242184,5151066,5101949,4738437,4845486,4985830,4736848,4952921,5384537,4856147,4983385,5028399,4356455,4285171,4068351,3340312,2411022,1651509,1844892,1462965,1209364,1375234,1715952,1694468,1563561,1480156,1483942,1709651,1623326,1699545,1502146,1016880,1081201,978219,904082,1073082,905570,716290,811200,676000,676000,676000,540800,540800,405600,338000,338000,338000,196959,50728,17550,4537,4282,2067,930,443,0,0
Japanese kelp,Asia,Japan,Marine areas,Tonnes - live weight,31500,30304,32812,33532,32463,27068,38671,32897,35410,34147,25095,43251,40397,46937,41356,41339,44489,47256,50978,51128,63200,53846,48251,50123,60103,61121,55056,57757,59966,72924,42619,54297,64383,59696,49582,54143,53593,62756,44345,42980,44221,38562,25291,21890,27249,22087,15759,10201,7681,3340,665,284,500,500,700,800,600,600,600,1500,800,1000,1500,1000,1000,2200,2000,2000,2000,2000,3000,4717
Japanese kelp,Asia,"Korea, Dem. People's Rep",Marine areas,Tonnes - live weight,600000,600000,600000,600000,550000,550000,500000,500000,444300,444300,444300,444300,444300,444300,444300,444300,444295,444295,444295,444295,444295,360000,370000,370000,375577,635579,604371,667349,973000,943000,800000,750000,1024000,919000,914000,700000,600000,500000,405364,333081,273687,224884,184783,151834,124759,102512,84233,69213,56871,46730,38397,31550,25924,21302,17503,14382,11818,9710,7979,6556,5387,4426,3637,2989,2456,2018,1658,1362,1119,920,756,621
Japanese kelp,Asia,"Korea, Republic of",Marine areas,Tonnes - live weight,677537.143,675074,662557,572600,542285,397852,442637,372311,373263,308601,246701,241322,306183,285221,250049,201919,108327,22510,25259,24873,17506,14160,25447,7931,33466,35640,27295,30421,17180,9560,8938,8084,2617,11612,9980,9445,11796,7927,11606,3987,1963,940,5192,5516,2122,8342,2758,2334,,,,,,,,,,,,,,,,,,,,,,,,
Laver (Nori),Asia,Japan,Marine areas,Tonnes - live weight,244200,289396,251362,283688,304308,300683,297370,276129,316228,341580,292345,328700,342620,338523,395777,367678,386574,358929,347354,436031,373121,391681,409850,396615,392622,372700,407005,483196,362955,382805,403363,387245,403290,442806,321238,403112,351788,396530,360694,263312,340510,357672,325686,350471,279031,291050,278127,339314,311410,217906,244946,231464,134320,144969,157550,128440,140753,111851,144531,154631,147379,100457,75209,62515,100275,65602,56190,42975,37755,42000,24500,21000
Laver (Nori),Asia,"Korea, Dem. People's Rep",Marine areas,Tonnes - live weight,3000,3000,3000,3000,3000,3000,2000,2000,2000,1000,1000,1000,,,,,,,,,,7000,8000,8000,8137,14000,13000,15000,20000,20000,18000,18000,22000,20000,20000,20000,20000,20000,18062,16772,15232,13442,11401,9110,6569,3777,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laver (Nori),Asia,"Korea, Republic of",Marine areas,Tonnes - live weight,547587.214,536127,606873,567800,523648,409724,389077,397841,405526,349827,316428,235534,211444,224242,210956,217559,197610,228554,193553,209995,167909,130488,205706,190979,140236,166199,192960,269581,235272,163555,143845,97637,140088,115749,83287,143396,109819,136484,87963,79784,80490,56274,43787,28748,57718,44234,44672,54440,34763,23042,34801,35782,16203,14050,8172,6207,6258,9107,8530,5973,3012,2210,1958,1225,723,395,194,82,24,10,2,0
Laver (Nori),Asia,Taiwan Province of China,Marine areas,Tonnes - live weight,2.025,14.68,10.08,3,250,18,7,22,24,18,17.5,0,0,18,8,5,6,7,24,24,17,19,3,4,6,9,7,12,6,16,21,23,50,51,44,67,62,65,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediterranean mussel,Africa,Algeria,Marine areas,Tonnes - live weight,51.906,113.48,550.47,217,166,99.7,2.76,31.106,3.8,3.197,5.903,3.691,4.544,4.584,44,16,10,10,17,17,16,13,10,0,10,10,13,10,27,17,32,14,3,3,5,5,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediterranean mussel,Africa,Morocco,Marine areas,Tonnes - live weight,,,,,,,,,,,,11.78,34,4,0,0,0,50,50,50,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Mediterranean mussel,Africa,Namibia,Marine areas,Tonnes - live weight,,,,2.72,15,15,,,,,,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediterranean mussel,Africa,South Africa,Marine areas,Tonnes - live weight,3420.88,2275.58,3053.46,2182.13,2083.52,1960,1758.4,1682,1116,859.77,570.16,700,682,737,466,542,472,640,623,429,600,500,2300,2650,2500,1698,1918,2300,2000,1086,1758,1131,658,265,252,43,43,16,6,10,11,13,14,14,12,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Mediterranean mussel,Africa,Tunisia,Marine areas,Tonnes - live weight,60,14,111,109,115,55,137,147,107,99,155,157,148,117,479,177,110,54,82,96,45,106,8,108,65,140,120,45,130,50,128,165,300,313,110,102,110,95,84,55,22,15,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediterranean mussel,Asia,Türkiye,Marine areas,Tonnes - live weight,4585,4037,4168,907,489,329,3,,,,5,340,89,196,1100,1545,1500,1513,815,2,5,321,500,2000,2000,1918,180,0,35,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediterranean mussel,Europe,Albania,Marine areas,Tonnes - live weight,593,285,1071,1108,430,1450,495,1200,1000,950,1300,1410,1250,950,1360,1360,860,800,860,300,150,200,200,100,80,250,300,293,274,281,662,4443,1840,3107,1808,1752,902,906,842,414,200,100,50,10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediterranean mussel,Europe,Bosnia and Herzegovina,Marine areas,Tonnes - live weight,,,,,,,,40,48,50,47,50,50,50,50,48,40,15,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediterranean mussel,Europe,Bulgaria,Marine areas,Tonnes - live weight,2573.69,2140.811,2928.912,2531.122,3291.583,3931.9,3372.645,2520.1,1826.93,877.78,642.06,698.26,806.62,595,288,228,171,118,15,55,0,10,100,92,67,42,265,0,0,0,0,0,0,100,150,57,40,37,14,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Mediterranean mussel,Europe,Croatia,Marine areas,Tonnes - live weight,822.3,496.8,946.67,881.63,919.763,698.7,746.382,713.841,1950,436.833,400,2000,2000,3000,3500,3500,3000,2500,3000,2500,2870,1100,1100,900,321,214,214,243,221,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediterranean mussel,Europe,France,Marine areas,Tonnes - live weight,6210,5829.957,6047.15,4734.9,7057.4,6693.1,10148.6,11807.1,14090.6,17358,12763,16201,15204,14012.8,16060,16023,13115,12419,16162,12587,18000,7181,10900,10700,11000,12000,15000,16000,15000,11775,16100,15118,15704,3873,3391,5043,5795,3523,3790,3830,5530,5480,5320,5250,6320,7859,6542,10132,15600,12500,8900,3754,1000,1100,7400,2400,7600,7100,7800,5500,5500,4300,3600,900,1700,1200,1300,1000,900,900,2400,2200
Mediterranean mussel,Europe,Greece,Marine areas,Tonnes - live weight,13508.3,19336.845,23497.5,21915.9,19155.8,23288.6,18628.4,16678.4,18638.4,16611.6,17193.1,17064,22383,21078,22179,28299,26048,28781,25618,21792,25934,24327,21232,14535,11049,10194,10844,16801,16700,8391,5898,3686,1500,1100,380,230,200,200,100,50,30,18,10,6,4,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Mediterranean mussel,Europe,Italy,Marine areas,Tonnes - live weight,61921.4,50337.65,52500,62035.31,63700,63700,63700,63699.72,64235,63257,79519.7,64256,76800,67239,58479,61928,63577,42588,100000,92219,94000,94000,92000,90000,82000,80000,84000,70000,80000,84500,90000,84200,80000,85400,68131,67000,65000,60000,56500,53316,50132,46948,43764,40578,37394,34210,30000,20000,10000,12000,19000,12000,7000,6000,6000,2400,2000,1500,1000,1000,800,500,200,50,50,10,0,0,0,0,0,0
Mediterranean mussel,Europe,Montenegro,Marine areas,Tonnes - live weight,186,229,223,228,197,179,189,178,180,180,200,150,210,200,150,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediterranean mussel,Europe,Romania,Marine areas,Tonnes - live weight,,,,,,24.64,34.82,20.87,16,9,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediterranean mussel,Europe,Russian Federation,Marine areas,Tonnes - live weight,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,10,0,202,0,120,600,500,575,314,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediterranean mussel,Europe,Serbia and Montenegro,Marine areas,Tonnes - live weight,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,4,3,2,2,7,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediterranean mussel,Europe,Slovenia,Marine areas,Tonnes - live weight,418.5,383.2,798.3,579.3,641.4,607,573.3,422,327,310,438,77.7,311,224,301,163,201,164,135,83,88,44,37,44,37,50,13,28,46,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediterranean mussel,Europe,Ukraine,Marine areas,Tonnes - live weight,,,,,,,70,70,69.7,117,63.2,78.6,47,37,124,210,109,127,25,60,85,4,10,,37,250,250,500,187,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediterranean mussel,Europe,United Kingdom,Marine areas,Tonnes - live weight,,,,,,,,,,,,,,,0,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediterranean mussel,Europe,Yugoslavia SFR,Marine areas,Tonnes - live weight,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,650,1093,1370,1076,1085,731,1290,635,287,322,272,278,254,296,266,320,287,223,381,200,200,190,170,150,130,110,100,80,70,60,40,30,20,10,10,0,0,0,0,0,0
New Zealand mussel,Oceania,New Zealand,Marine areas,Tonnes - live weight,98016,101657,98447,86176,99716,94037,76811,97438,83561,86447,101311,95168,89850,100100,99500,97000,95000,85000,78000,78000,64000,76000,71000,75000,65500,65000,62519,45010,47000,46500,43600,24000,24015,24598,17683,15636,10860,9800,7550,4850,1348,1570,1128,705,652,2249,1598,2138,2400,2500,1200,1000,1000,1600,1600,2100,2200,1700,1700,2400,800,2600,2400,2600,1900,2100,1200,1200,900,900,800,600
Nori nei,Asia,China,Marine areas,Tonnes - live weight,1991620,2220180,2123040,2017790,1733050,1312850,1109903,1091165,1090149,1076405,979354,1040677,1062343,814660,904170,822100,703093,708863,636914,587750,512970,424913,366184,330137,300130,303680,306150,290000,193230,158990,116480,52940,92550,92210,93170,84830,91970,100700,99870,68150,70290,72120,66300,84270,91910,53950,44660,37830,40700,35100,35000,,,,,,,,,,,,,,,,,,,,,
Oriental river prawn,Asia,China,Inland waters,Tonnes - live weight,224413,228765,225321,234358,240739,238413,240571,233719,228319,216239,217607,217674,206001,205010,192397,193211,177312,183961,169131,86496,86710,87139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Africa,Algeria,Marine areas,Tonnes - live weight,4.814,19.227,12.58,42.6,42.192,6.3,16.5,6.5,0.566,0,0,0.08,0.03,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,6,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Africa,Morocco,Marine areas,Tonnes - live weight,597.93,345,423.149,349.371,411,376,289,302,278,243.5,215,283.57,198,181,362,240,243,160,222,255,156,183,206,200,248,120,160,121,113,160,219,171,140,140,140,125,120,110,108,102,96,90,84,78,71,65,59,53,47,41,35,28,22,16,10,4,,,,,,,,,,,,,,,,
Pacific cupped oyster,Africa,Namibia,Marine areas,Tonnes - live weight,285,283.55,350.58,290.91,367.34,411.25,440.49,430.12,408.39,446.17,320,250,250,220,150,100,50,50,25,25,30,30,30,30,30,35,35,35,30,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Africa,Senegal,Marine areas,Tonnes - live weight,,,,,,281.6,274,75,,,,,,,,,5,4,9,6,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Africa,South Africa,Marine areas,Tonnes - live weight,390.49,318.35,382.7,466.23,432.66,357.27,277,266,277,241.28,269.34,276,224,227,158,280,250,220,255,272,188,247,405,475,450,339,339,520,480,501,633,596,471,289,200,151,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Africa,Tunisia,Marine areas,Tonnes - live weight,47,49,58,74,52,60,22,9,6,16,6,11,12,12,5,2,10,8,8,8,1,0,0,3,0,0,0,0,0,0,5,7,70,73,25,20,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Americas,Argentina,Marine areas,Tonnes - live weight,31.4,6,15.5,6,16,11,9,6.8,26.74,25,120,20,105,73,120,110,120,108,50,60,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Americas,Brazil,Marine areas,Tonnes - live weight,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Americas,Canada,Marine areas,Tonnes - live weight,7997,5149,7786,7178,8012,8797,6587,6184,6452,6487,6242,7550,5735,5670,7493,8212,8011,7562,7837,7200,7400,5500,5300,5500,3650,5480,5260,4990,4758,4484,4482,4076,3721,3701,3482,2864,3420,2897,2453,1579,2409,1922,2231,2793,2998,3036,3036,3676,4500,3700,2900,2700,2600,2600,2500,2500,2500,2500,2500,2400,2300,2300,2300,2300,2100,2100,2000,2000,2000,2000,2000,2000
Pacific cupped oyster,Americas,Chile,Marine areas,Tonnes - live weight,79,94,442,76.53,57.18,43,,83,,,,94,96,882,778,1443,2495,2356,3640,3718,7089,5641,5441,4076,3203,1776,1313,1130,435,123,371,144,206,139,80,244,25,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Americas,Costa Rica,Marine areas,Tonnes - live weight,5.17,8,19,19,19,19,20,18,20,15,11,5,0.3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Americas,Ecuador,Marine areas,Tonnes - live weight,78,78,78,50,25,7.6,3.4,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific cupped oyster,Americas,Falkland Is.(Malvinas),Marine areas,Tonnes - live weight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
