"","Region","Year","Score"
"387","China",1995,55.7357411196854
"388","China",1994,56.1101480771177
"389","China",1993,56.6182476115171
"390","China",1992,56.7164585623291
"391","China",1991,56.3133629856163
"392","China",1990,55.2619987721213
"393","China",1989,55.8748072632681
"394","China",1988,55.2943526716741
"395","China",1987,55.0561432572147
"396","China",1986,55.8755983208564
"397","China",1985,57.2782941112328
"398","China",1984,58.1890533845586
"399","China",1983,58.7099998312465
"400","China",1982,59.1724047911408
"401","China",1981,59.8243254949667
"402","China",1980,60.7198708880982
"403","China",1979,60.8917840474915
"404","China",1978,61.264352724133
"405","China",1977,60.8526215033652
"406","China",1976,59.7834578739331
"407","China",1975,60.0174322883433
"408","China",1974,59.9000494256381
"409","China",1973,59.8882263608925
"410","China",1972,60.6706184843209
"411","China",1971,60.1240255006881
"412","China",1970,59.5346145942177
"413","China",1969,60.2535297852269
"414","China",1968,60.0458752440628
"415","China",1967,59.9742750267013
"416","China",1966,59.8309182326104
"417","China",1965,59.1039752705235
"418","China",1964,60.0314909351389
"419","China",1963,59.3734472788333
"420","China",1962,59.1995938233486
"421","China",1961,58.8271580312327
"422","China",1960,57.5280301911347
"423","China",1959,55.2359486381349
"424","China",1958,52.7523050227121
"425","China",1957,51.9236438624046
"426","China",1956,51.6655043173119
"427","China",1955,51.6689335239607
"428","China",1954,51.580729396323
"429","China",1953,51.5455224558674
"430","China",1952,51.5200079618596
"431","China",1951,51.4715714235216
"432","China",1950,51.4740328431738
