"","Region","Year","Score"
"148","Asia",2018,51.7867217766221
"149","Asia",2017,51.8075468132317
"150","Asia",2016,51.8550182681516
"151","Asia",2015,51.9501246383189
"152","Asia",2014,51.9404062737366
"153","Asia",2013,52.0143749884536
"154","Asia",2012,52.0233082211833
"155","Asia",2011,52.0251563854519
"156","Asia",2010,52.0848043856937
"157","Asia",2009,52.092031212283
"158","Asia",2008,52.027595066532
"159","Asia",2007,52.3853814365054
"160","Asia",2006,52.5646325248484
"161","Asia",2005,52.5879197087955
"162","Asia",2004,52.6384123405417
"163","Asia",2003,52.5867976210117
"164","Asia",2002,52.8643075168773
"165","Asia",2001,52.7760611816796
"166","Asia",2000,52.6028886079756
"167","Asia",1999,52.9230825781865
"168","Asia",1998,53.0120934281825
"169","Asia",1997,52.930478058394
"170","Asia",1996,53.1263441907549
"171","Asia",1995,53.0337405123128
"172","Asia",1994,53.2561821322689
"173","Asia",1993,53.2703819410118
"174","Asia",1992,53.3105983266709
"175","Asia",1991,53.4364359721115
"176","Asia",1990,53.5674031221333
"177","Asia",1989,53.8078776078096
"178","Asia",1988,53.8784911019129
"179","Asia",1987,53.6807628633227
"180","Asia",1986,53.974210916078
"181","Asia",1985,53.9650660715345
"182","Asia",1984,54.0608750991598
"183","Asia",1983,54.0234461666244
"184","Asia",1982,53.8080262617981
"185","Asia",1981,53.8729531569965
"186","Asia",1980,53.9201545682063
"187","Asia",1979,53.8865144359493
"188","Asia",1978,53.9747870576618
"189","Asia",1977,53.761428577445
"190","Asia",1976,53.738985762832
"191","Asia",1975,53.8644988475689
"192","Asia",1974,54.0701460396106
"193","Asia",1973,53.9922378624292
"194","Asia",1972,53.7049739951511
"195","Asia",1971,54.2234893791336
"196","Asia",1970,54.3846713448446
"197","Asia",1969,53.5434682856397
"198","Asia",1968,53.463586401209
"199","Asia",1967,53.7532712774452
"200","Asia",1966,53.6818162208556
"201","Asia",1965,53.9844710099042
"202","Asia",1964,53.7329489368805
"203","Asia",1963,53.9484990384896
"204","Asia",1962,54.5650442771307
"205","Asia",1961,54.7389053553196
"206","Asia",1960,54.08601436489
"207","Asia",1959,54.0208546599488
"208","Asia",1958,53.8125171188901
"209","Asia",1957,54.4463020603199
"210","Asia",1956,54.099003182446
"211","Asia",1955,54.131643436969
"212","Asia",1954,53.7853838054107
"213","Asia",1953,53.613223788852
"214","Asia",1952,54.0263238911969
"215","Asia",1951,53.9550339708036
"216","Asia",1950,54.2433047525212
"217","Europe",2021,47.9955550361724
"218","Europe",2020,48.0747634075414
"219","Europe",2019,48.0704330601802
"220","Europe",2018,48.0944666080939
"221","Europe",2017,48.1228526844756
"222","Europe",2016,48.1825813094033
"223","Europe",2015,48.121467996763
"224","Europe",2014,48.1695297519537
"225","Europe",2013,48.0954042519032
"226","Europe",2012,48.1075739591512
"227","Europe",2011,48.1912766380451
"228","Europe",2010,48.2038564606572
"229","Europe",2009,48.297177895064
"230","Europe",2008,48.3605622053979
"231","Europe",2007,48.5257475356427
"232","Europe",2006,48.5933307813357
"233","Europe",2005,48.7860564032004
"234","Europe",2004,48.645530347726
"235","Europe",2003,48.6859412595116
