"","species","common_name","category","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"11","Gracilaria gracilis","Ogonori","Algae",300,300,300,400,400,400,400,500,500,500,500,500,500,500,600,625,649,693,738,783,830,1092,1151,1267,1375,1518,1673,1934,2455,2854,3355,3990,5060,3237,8800,7524,8132,11978,25844,38890,46057,66719,58827,59672,77814,63222,120498,118919,82544,45356,55514,85582,93379,503640,821146,933184,1054023.5,1272509,1386547,1511922,1657144,2101006,2680888,3355338,3635868.6,3767020,4248794.27,4174189.26,3467094.3,4739318.3,5180416.89,5933637.54,7581146.72,7021566.28
"12","Hypophthalmichthys molitrix","Silver carp","Finfish",30028,53146,61670,82437,125678,144225,153206,254952,250155,269417,226420,159192,144439,165589,184745,237360,242478,232031,226616,254967,271870,290053,292962,311524,336817,358530,356264,374195,374982,403422,449417,507560,604284,709533,838906,1087072,1284077,1438333,1587691,1456694,1520469,1472166,1634882,1903888,2219138,2583721,2925490,3028507,3006847,2999659,3034740,3482663,3392263,3387183,3559616,3689963.99,3793453.13,3609698.75,3792265.72,4043828.2,3971966.26,3926248.63,3863841.62,4247630.37,4573574.72,4713045.03,4705753.42,4695927.48,4785647.8,4820530.02,4898171.34,4973668.39,5073948.83,5147718.22
"13","Hypophthalmichthys nobilis","Bighead carp","Finfish",15306,25588,30356,39673,58689,66756,70262,115754,113710,122467,103175,73383,67011,76223,84780,108553,111060,106350,104226,116660,124944,133141,134063,142843,153837,163160,162606,167443,168789,180930,198556,224965,263199,308658,382767,506637,623116,655534,731454,660824,682827,711223,801430,923214,1080256,1259529,1420285,1449821,1429180,1428610,1438921,1461852,1512872,1679986,1835258,1929466,2083287,2186103,2342114,2444139.2,2513591.47,2578583.61,2664080.53,2805322.05,2972970.92,3108875.87,3178442.07,3162709.77,3155022.57,3158984.23,3187147.6,3234052.39,3321055.6,3415106.41
"14","Kappaphycus alvarezii","Elkhorn sea moss","Algae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,1000,1000,1000,3000,3000,5000,16000,14000,12000,22685,75009,94373,118130,73855,96752,117661,126430,162385,150259,196548,228201,239142,259247,252566,311065,358051,440684,562043,638885,630411,644367,658437,649464,721644,831859,938102,1155414.2,1283514.8,1450679.6,1492598.1,1670035.2,1765748.55,1884152.1,1952657.25,1959140.5,1721359.2,1706994.6,1744593.3,1522550.44,1542457.33,1594970.82,1625561.87,1600920.87,1495176.95,1819899.15,1774438.74
"15","Labeo catla","Catla","Finfish",3869,4291,4760,5279,5856,6495,7204,7990,8862,9830,10903,12093,13413,14879,16504,18306,20306,22525,24985,27716,30743,34104,37830,41965,46552,51641,57286,63549,70496,78203,86751,96236,106755,118424,129313,142500,155625,181750,207875,234000,235253,291238,301148,341475,353151,447834,535574,591544,555265,607963,602320,484691,564891,585087,1187139,1317472,1394507,2133929,1974831,2039120.7,2526420,1988379,2260571.8,2275123.8,2268220.36,2313444.14,2509658.73,2708492.51,3121788.81,3287174.34,3540321,3784873.12,4145074.11,4478972.74
"16","Labeo rohita","Roho labeo","Finfish",3782,4199,4663,5176,5751,6390,7100,7902,8783,9769,10852,12075,13413,14914,16584,18461,20531,22848,25383,28233,31388,34896,38798,43103,47876,53204,59064,65780,73061,81235,90134,100146,111200,123458,135746,150340,164177,190077,217193,243869,244678,299098,330252,398186,422940,542364,644493,702338,660263,718683,733869,601233,668987,796645,1382118,1435861,1635873,1007175,1191075,1262312.2,1133233,1507753.21,1566034.44,1679969.07,1668975.5,1785322.09,1843005.42,1964103.18,2027594.1,1993829.48,2484631.08,2577865.79,2768699,3120668.29
"17","Larimichthys crocea","Large yellow croaker","Finfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51375,58931,60916,62507,61844,65977,65259,83274,76457,91148,100717,122254,142351,159529,177640,197980,225549,254062,254224,257683,280997
"18","Lateolabrax japonicus","Japanese seabass","Finfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,797,605,873,2006,71366,72393,79569,91725,102935,97754,103189,104774,119043,122106,123840,123808.13,129724,147361.99,166340.4,173540.77,184017.52,199366.28,203539.44,222124.58,250163.73
"19","Lates calcarifer","Barramundi or Giant seaperch","Finfish",0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,122,126,131,144,144,58,72,120,280,270,696,876,829,1148,1261,1403,1583,2730,1646,1970,2769,3889,3939,8571,11191,15151,14133,19977,18566,18868,18974,16606,20933,23080,20986,26745,25194,28698,28888,31388,32524,34706,43372.8,48872.95,66694.97,68557.47,78038.24,75752.24,73786.21,79936.56,63770.63,85062.88,108557.16,102455.65,122010.96,144996.98,162225.7,178838.27
"20","Macrobrachium nipponense","Oriental river prawn","Crustacean",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87139,86710,86496,169131,183961,177312,193211,192397,205010,206001,217674,217607,216239,228319,233719,240571,238413,240739,234358,225321,228765,224413,226312,226392
"21","Macrobrachium rosenbergii","Giant river prawn","Crustacean",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,74,159,256,402,580,870,1309,1862,2861,3884,5956,7495,11258,10090,13882,24058,25756,26483,30842,37554,33030,29164,32207,35835,61964,66627,82058,101509,130689,171617,168236,167519,191504.5,195858.16,199385.02,226816.41,219136.24,221659.06,193118.99,195335.27,199975.07,192348.88,202637.45,202535.01,244967.82,245177.42,257935.59,275610.12,283991.25,314171.06,337463.37,355972.92
"22","Magallana gigas","Pacific cupped oyster","Bivalve",149163,182620,201735,254034,215507,236339,247702,275997,269663,272522,301030,281098,321077,396612,368982,351449,359216,371173,393401,358129,313206,304885,390653,416239,372054,468199,506957,509843,508275,506766,587289,571931,577118,614742,637886,694179,714498,748833,765668,700326,686495,658654,687044,722546,622402,645712,641226,645075,602243,616818.5,619653,618556.5,610494.1,673625,685244.7,689836.5,700484,731736,642056.02,642382.29,644529.05,617537.95,611405.41,559594.41,626653.89,578979.84,581179.84,653805.8,647521.64,648319.35,608163.32,628121.76,645035.5,530648.07
"23","Megalobrama amblycephala","Wuchang bream","Finfish",3298,5859,6799,9099,13896,15951,16943,28236,27689,29811,24979,17456,15742,18000,20009,25719,26236,25005,24286,27334,29097,30994,31052,32933,35522,37629,37029,38409,38107,40700,45100,50700,60400,71400,90600,119000,147600,174200,194900,144359,161616,153309,181516,218921,281625,335934,379148,405065,403055,418709,445915,469201,487910,453476,446238,477216,529167,576341,599623,615628,629175,640670,642824,664517,710318,723208,858354,833393,783534,762858,781737,764303,767343,738727
"24","Micropterus salmoides","Largemouth black bass","Finfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,82,53,72,99,88,66,67,85,57,84,38,35,9,7,524,368,235,289,277,209,178,163,372,109398,118447,140291,144586,158100,167164.5,172169.1,179484.07,196985.29,221575.64,309040.72,320357.54,321485.46,349265.12,458499.23,434193.41,479879.11,620899.95,703503.71,803742.65,891434.03
"25","Mizuhopecten yessoensis","Yesso scallop or giant Ezo scallop","Bivalve",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5674,10361,23049,39297,62651,70313,64909,83180,67723,43614,40399,59095,76866,85111,73988,108549,139915,152469,181993,180359,192166,188987,208200,241581,200409,227995,265681,255351,226846,216395,213275,235841,272038,258696,215807,204015,212865,247901,226213,258086,220956,119753,185510,169889,188194,252016,221561,144346,183549,161479,171311,187675.83,200057.01,190124.65
"26","Mugil cephalus","Flathead grey mullet","Finfish",1040,1182,1364,1611,1750,1463,1313,1498,1846,1771,2229,2580,2514,2589,3322,2418,2307,2897,2903,3380,3845,3571,3760,3381,3283,3525,3639,3779,4629,4683,4701,4806,5264,5098,5281,5236,5027,5516,5458,5024,5335,5252,5166,6569,7097,9010,9011,9585,8588,8323,7604,7610,5979,7726,5760,5963,6812,6838,5439.1,6371.6,7266.22,6745.31,6093.18,7086.95,7821.51,6946.71,6333.62,6765.2,6416.9,6064.16,5879.76,11780.16,5972.39,5052.6
"27","Mylopharyngodon piceus","Black carp","Finfish",1986,3528,4095,5480,8369,9606,10204,17005,16675,17954,15043,10513,9480,10800,12050,15489,15801,15059,14626,16462,17523,18666,18701,19834,21393,22661,22301,23131,22950,24400,27100,30700,36200,43000,36200,47600,61100,104600,117100,39044,37852,36090,52287,66588,105007,104152,120348,129205,137927,153537,148987,165487,195024,233597,256051,280743,307011,331889,360332,381697.95,409504.04,442329.54,450902,477868.12,505715.42,541160.48,680017.01,684737.98,691535.7,680451.08,695541.12,717565.76,748923.84,800563.31
"28","Mytilus chilensis","Chilean mussel","Bivalve",10,10,10,10,10,10,20,20,20,20,30,30,30,40,50,50,60,70,90,100,116,135,157,183,213,200,288,200,200,250,300,582,1389,309,975,983,1606,1410,2227,2299,2103,2822,3352,2900,3772,5595,6064,8635,11911,16203,23477,34648,41797,57809,77461,87736,126952,153433,187064,166952,221522,288583,244137,241841,238088,208707,300648,338846,365595.16,379097,399097,424294,427084,388992
"29","Mytilus edulis","Blue mussel","Bivalve",48973,59565,63473,70079,74187,69000,62908,79221,92234,99149,109945,117783,124902,123336,146373,149718,133989,127113,162739,150382,132627,137800,165050,153300,146827,182324,137381,171762,181214,160938,160297,200868,222022,215801,187569,200998,186047,200768,172833,180762,192364,151117,174019,170097,185693,175020,219483,211997,240238,236203.5,213435.5,188539,186644.3,217535,232595,225575,181059.5,204693,190456.5,199574,199917,190735.61,184147.9,173465.57,169330.78,157827.63,145068.69,132344.11,129978.77,142985.49,129217.33,143086.41,140681.25,131931.31
"30","Mytilus galloprovincialis","Mediterranean mussel","Bivalve",2200,2400,900,900,1000,1300,1220,1760,970,3830,4840,6360,6570,8880,8700,9710,4930,13550,7270,8190,15954,28100,24881,25823,30428,36871,42348,44036,46115,49444,52846,56247,57973,61973,66141,72895,75396,75409,95531,101098,109407,116319,106678,114621,106535,113699,107268,109768,121252,128402,128015,141795,130257,147468,89790,109220,114214,104585,108449.38,120018.16,103203.03,113303.43,101119.18,103608.43,99210.14,99640.2,102617.04,98169.47,97472.01,95935.46,85519.32,91893.15,88475.16,88073.06
"31","Oncorhynchus kisutch","Coho salmon","Finfish",0,0,0,0,0,0,0,0,0,0,0,0,5,13,20,63,106,146,184,219,250,290,320,350,380,420,465,480,569,971,2560,1746,2921,3509,6412,9361,10416,16556,25812,30292,39164,44385,48513,49154,58700,58360,76197,84867,88302,89475,108626,150986,112845,102405,99942,115223,130267,119044,105126,172730,137510,159696.3,171683.76,156792,171751.3,140956.5,124188,179886.29,166573.77,221354.92,222094.04,231681.96,262124,298432
"32","Oncorhynchus mykiss","Rainbow trout","Finfish",4400,4848,5413,6007,6922,9087,11101,11356,13034,15972,17706,20647,22709,25719,31321,39671,43713,49301,58944,60289,64751,73553,82065,87372,96495,102629,104545,110002,118975,125055,145144,158619,172296,181744,186789,197325,206819,227868,250439,259418,277997,287497,305913,319896,343834,379529,405390,458069,475226,458481,496495,554682,549890,557435,566719,562681,610417.32,669229.6,677705.41,755129.2,755853.38,796399.06,887020.82,821730.58,802800.06,758392.25,838336.88,839777.24,862837,902251.4,1001227.54,1010416.99,1084275.46,1105245.49
"33","Oreochromis niloticus","Nile tilapia","Finfish",1590,2120,2629,3312,4499,5140,5381,7891,8035,8628,7736,6521,6300,7189,8179,9169,9457,9458,9855,11059,12058,13602,14923,16786,18422,20246,24940,28454,32871,35300,41357,45773,51116,60434,66660,89989,111649,124413,132182,203198,233802,257917,331241,382363,429467,536179,644682,726680,748040,852327,1003109,1069479,1173086,1336965,1527482.4,1726745,1745229.99,1957911.2,2185555.5,2371160.9,2671061.39,2937485.84,3361740.33,3518593.84,3794815.84,4088008.13,4208237.72,4487380.92,4565976.62,4779654.51,4597655.43,4841209.63,5014816.1,5195915.51
"34","Pangasianodon hypophthalmus","Striped catfish","Finfish",2825,2947,3073,3206,3343,3487,3637,3793,3957,4127,4304,4489,4682,4884,5094,5313,5541,5779,6028,6287,6600,6800,7100,7400,10105,6655,8306,7213,10811,7577,9875,14346,11444,9924,8174,13786,12574,11822,20353,13539,13340,14518,14183,11990,13189,12000,10300,46860,71200,98359,113226,128638,153537,190785,293056,411180,553810,882149,1684506,1554400,1749360.38,1793594.75,1985393,1967098.87,2036837.9,2083170.82,2191823.99,2296088.53,2360729.47,2687958.07,2580483.47,2570232.65,2850378.1,2951400.34
"35","Penaeus monodon","Giant tiger prawn","Crustacean",0,0,0,0,0,0,71,70,73,77,71,76,60,61,93,149,244,401,749,1870,2122,2425,2848,3340,4372,7185,9930,10687,13258,18392,16549,21195,27763,41543,63672,75794,113134,177088,199860,257556,289799,374421,439328,494903,559363,566451,536891,479587,503105,547621,630984,673012,631471,723881,707422,665499,642149,593649,720365,768444.23,562892.5,688510.63,669325.1,708912.77,701762.67,735203.22,705859.27,728252.28,751501.55,718954.78,717240.13,742725.27,762979.55,805987.43
"36","Penaeus vannamei","Whiteleg shrimp","Crustacean",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,50,50,200,508,1021,1549,2087,3342,3733,4080,8359,11160,20749,33802,33844,30953,44869,71433,80017,81205,91698,123741,140052,117016,130062,148807,150196,181568,200836,195432,155515,280298,487920,1004934,1327679,1678409,2161008,2352245.3,2304558.4,2429346.04,2648540.69,3021902.9,3144904.4,3121850.83,3595723.07,3803566.5,4118658.45,4732614.73,5017399.05,5450221.56,5829231.87,6340585.84,6839347.23,7356982.01
"37","Perna canaliculus","New Zealand green-lipped mussel","Bivalve",600,800,900,900,1200,1200,2100,1900,2600,2400,2600,800,2400,1700,1700,2200,2100,1600,1600,1000,1000,1200,2500,2400,2138,1598,2249,652,705,1128,1570,1348,4850,7550,9800,10860,15636,17683,24598,24015,24000,43600,46500,47000,45010,62519,65000,65500,75000,71000,76000,64000,78000,78000,85000,95000,97000,99500,100100,89850,95168,101311,86447,83561,97438,76811,94037,99716,86176,98447,101657,98016,89203,92967
"38","Porphyra haitanensis","Nori (haitanensis)","Algae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500,17550,20350,18915,22330,26975,45955,42135,33150,36060,35145,34075,49935,50350,45985,42415,46585,46105,46275,26470,58240,79495,96615,145000,153075,151840,150065,165068.5,183092,212456.5,256485,293875,318457,354431.5,351546.5,411050,452085,407330,531171.5,520338.5,489677,538202.5,545074.5,545582.5,554951.5,656425,866525,1008895,1061520,1110090,995810,1088290,1049695
"39","Porphyra yezoensis","Nori (yezoensis)","Algae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500,17550,20350,18915,22330,26975,45955,42135,33150,36060,35145,34075,49935,50350,45985,42415,46585,46105,46275,26470,58240,79495,96615,145000,153075,151840,150065,165068.5,183092,212456.5,256485,293875,318457,354431.5,351546.5,411050,452085,407330,531171.5,520338.5,489677,538202.5,545074.5,545582.5,554951.5,656425,866525,1008895,1061520,1110090,995810,1088290,1049695
"40","Procambarus clarkii","Red swamp crayfish","Crustacean",3,4,10,10,10,10,20,20,30,40,50,70,90,120,160,210,270,360,470,620,800,1100,1400,1850,2450,3250,4500,6806,5891,9700,10849,16800,25000,30000,27000,29545,44318,46282,32620,32690,34705,29894,28791,25957,22493,26605,21381,22593,17216,19459,7713,13847,27825,78069,86362,111337,153377,317471,417904,518307,596333.2,513087,548743,597166,659276.27,720086,894709,1193344,1711344,2165280,2465997.83,2707270.95,2964359.95,3203513.22
"41","Pyropia tenera","Nori (tenera)","Algae",21000,24502,42010,37779,43057,56384,65997,100998,63740,77167,102667,150391,160604,153061,120958,147011,134647,165722,159019,150523,267246,279747,240948,346173,393754,323534,339061,343318,388329,380874,427388,436232,359881,466719,553079,481669,566575,424569,578606,565428,502905,565229,566376,618233,767789,612972,552908,541001,595598,623559,529188,541047,646050,540931,587490,584190,585242,606741,562783,554064,565234,609790.5,692425,723778,675992,688454,713425,831206,854491,861245.08,828537.68,787669.64,785711.6,737351.22
"42","Ruditapes philippinarum","Japanese carpet shell","Bivalve",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8002,5005,8275,8299,12896,14446,6342,9230,10206,12890,16964,20144,25784,36709,34754,41627,47064,50264,52159,58621,67920,86391,129685,172593,191617,260224,315129,403981,660396,952069,1169381,1149278,1156947,1236624,1342809,1672999,1504291,1847836,2074651,2287787,2511186,2590759,2807042,3045702,3110041.88,3212526.82,3500183.5,3507392.97,3618691.7,3721974.08,3838582.02,3880296.43,4175037.67,4227543.89,4138223.92,4016478.54,4265353.46,4342059.55,4426189.82,882973.75
"43","Saccharina japonica","Japanese kelp","Algae",5338,3756,3363,4049,5429,7940,8755,21006,54717,202096,343426,344187,346056,414179,551110,553218,691182,694203,697802,837624,748124,944632,1123152,968634,1059967,1183951,1149821,1656276,1878785,1838592,1974037,1803813,1860204,2024876,2265151,2381341,2138822,2182926,2453273,2935892,2463890,3262579,4365796,5118497,5040698,5043177,5760739,5452531,5284201,5828235,5382112,5263853,5506163,5366055,5252570,5699097,5838625,5977890,6169255,6323311,6525601,6568271,7128904,7437805,9698488,10313702,10662593.12,11174478.2,11498492,12273741,12470027.48,13095421.5,10861322.16,13253569.18
"44","Salmo salar","Atlantic salmon","Finfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,8,15,27,294,314,359,572,974,1258,1651,2277,3956,4961,5288,10108,13265,20638,26985,38797,58979,67146,110598,168063,225642,266283,247528,305610,374931,465245,551906,646516,688227,805616,895808,1030005,1086134,1147682,1261926,1267297,1318720,1378874,1451266.9,1451634.93,1437051.99,1735388.54,2074398.1,2093707.91,2347397.96,2380859.15,2123426.35,2238205.28,2303465.24,2509209.38,2601051.71,2780739.72,2774606.34,2714649.64
"45","Sargassum fusiforme","Fusiform sargassum","Algae",0,0,0,5,7,8,10,13,16,21,26,32,40,51,63,64,74,74,78,97,122,153,191,240,300,376,468,581,738,925,1225,1497,1434,2633,4325,8497,13289,11572,23871,20168,23920,11408,18163,27621,31669,37679,23054,34475,25220,22940,12091,6873,11016,109597,138028,115631,135355,157169,105181,98105,97033,131979,121952,158356,184227,209324,216412,254594,268660,303797,292905,327396.7,348481.14,430920.25
"46","Sciaenops ocellatus","Red drum","Finfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,5,10,15,10,12,7,10,116,148,2503,2115,2232,2194,40053,40649,42402.7,48964.8,51819.4,53136.5,50904.1,52966.4,64264,65298,59510.22,69700,71331.57,70273.6,71148.83,73676.84,77083.58,84381.58,69806.42,68141.58,69114.22
"47","Scylla paramamosain","Green mud crab","Crustacean",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88306,94935,97463,93103,101529,113852,114543,112408,115772,123599,132149,134507,135094,146189,151976,157712,160616,159433,152065,154661,157012
"48","Scylla serrata","Indo-Pacific swamp crab","Crustacean",290,310,310,440,340,440,440,440,450,550,550,548,560,601,590,567,660,662,641,660,303,429,556,440,1385,558,823,625,749,1177,933,1618,2256,2439,3010,3475,3659,3443,3530,4310,3788,3305,6698,9184,8373,7229,5469,10018,6038,10628,10730,9211,14441,12509,8988,11698,13792,16315,20055,21966.7,36992.87,36776.84,43986.51,41360.02,79197.22,83654.42,93228.55,86564.27,121031.71,107504.01,112370.24,112314.32,104978.23,107503.07
"49","Seriola quinqueradiata","Japanese amberjack","Finfish",40,50,50,98,53,68,64,113,293,542,1431,2036,4460,5038,10321,14779,16875,21169,31777,32722,43354,61743,76913,80269,92685,92352,101619,114866,121728,154872,149311,150754,146304,155879,152498,150961,145878,158867,165928,153164,161106,161077,148701,141646,148181,169765,145773,138234,146849,140411,136834,153075,162496,157568,150068,159741,155004,159749,155108,154943,138936,146240,160215,150387,134608,140292,140868,138999,138229,136367,137511,133691,113863,123000
"50","Sinonovacula constricta","Constricted tagelus","Bivalve",14,66,108,215,337,478,645,1247,897,1606,2889,2261,2339,2842,3090,5005,6109,7928,9988,12816,16942,20396,24311,22420,24060,28166,32777,47934,50000,58050,62158,64865,73401,88999,110006,125717,126175,133597,140673,138467,140326,165230,198598,222819,252886,306749,342519,331923,375957,426610,487735,524727,556957,588652,591813,624409,610601,667058,742084,675912,693333,709929,690395,689889,751994,760249,799282,862541,852925,869251,860265,859651,847626,4449106
"51","Sparus aurata","Gilthead seabream","Finfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,40,60,80,90,110,140,162,257,208,262,343,392,564,775,973,1785,2845,4570,6477,9657,13032,20570,24481,33213,41487,54403,67219,87303,82167,77510,96355,92718,110755,107353,124637,129876.35,136070.17,142308.28,133877.57,143106.26,158875.13,160734.79,169185.07,189263.31,219304.59,228672.71,259454.02,283510.48,317962.12,343717.41,341288.69
